periodid,periodname,periodcode,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 731 Total Positive (Add HV02-10 - HV02-14) HV02-15,MOH 731 15-24 (F) HV01-47,MOH 731 15-24 (M) HV01-46,MOH 731 25+ (F) HV01-49,MOH 731 25+ (M) HV01-48,MOH 731 Known Exposure_at Penta 1 HV02-37,MOH 731 Known Positive at 1st ANC HV02-03,MOH 731 Mother-baby pairs_24mths HV02-51,MOH 731 On ART_10-14 (F) HV03-031,MOH 731 On ART_10-14(M) HV03-030,MOH 731 On ART_15-19 (F) HV03-033,MOH 731 On ART_15-19(M) HV03-032,MOH 731 On ART_20-24 (F) HV03-035,MOH 731 On ART_20-24(M) HV03-034,MOH 731 On ART_25+ (F) HV03-037,MOH 731 On ART_25+(M) HV03-036,MOH 731 Presumed TB_Total HV03-058,MOH 731 Screen for TB _1-9 HV03-052,MOH 731 Screen for TB _10-14 HV03-053,MOH 731 Screen for TB _15-19 HV03-054,MOH 731 Screen for TB _20-24 HV03-055,MOH 731 Screen for TB _25+ HV03-056,MOH 731 Screen for TB_Total HV03-057,MOH 731 Screen for TB_<1 HV03-051,MOH 731 Screen CaCx_New F18+ HV03-087,MOH 731 Start ART_10-14 (F) HV03-019,MOH 731 Start ART_10-14(M) HV03-018,MOH 731 Start ART_15-19 (F) HV03-021,MOH 731 Start ART_15-19(M) HV03-020,MOH 731 Start ART_20-24 (F) HV03-023,MOH 731 Start ART_20-24(M) HV03-022,MOH 731 Start ART_25+ (F) HV03-025,MOH 731 Start ART_25+(M) HV03-024
2020,2020,2020,NZphHeczehh,Cheptais Sub County,KE_SubCounty_1289,,57.0,166.0,124.0,204.0,291.0,1434.0,25.0,25.0,334.0,326.0,466.0,174.0,860.0,334.0,6252.0,2636.0,42.0,486.0,684.0,616.0,1195.0,8841.0,11822.0,0.0,0.0,0.0,1.0,4.0,0.0,13.0,1.0,82.0,34.0
2020,2020,2020,f18kGo9yXWo,Cherangany Sub County,KE_SubCounty_3215,,145.0,492.0,431.0,719.0,795.0,2957.0,75.0,74.0,562.0,433.0,387.0,327.0,916.0,141.0,11570.0,5310.0,539.0,1025.0,946.0,676.0,1006.0,15809.0,19478.0,20.0,642.0,3.0,3.0,13.0,0.0,41.0,4.0,170.0,97.0
2020,2020,2020,xLWuQq3DjOR,Chesumei Sub County,KE_SubCounty_3169,,117.0,14.0,10.0,24.0,27.0,85.0,75.0,48.0,557.0,414.0,824.0,875.0,896.0,493.0,21264.0,9318.0,33.0,523.0,854.0,1591.0,1109.0,26386.0,30365.0,4.0,71.0,2.0,1.0,2.0,2.0,10.0,5.0,104.0,70.0
2020,2020,2020,JmE1qRVQD4F,Chuka Sub County,KE_SubCounty_3213,Chuka Town -Along Nairobi Meru Highway,79.0,279.0,235.0,495.0,478.0,53.0,49.0,92.0,435.0,333.0,516.0,386.0,914.0,318.0,13570.0,6350.0,1019.0,415.0,714.0,803.0,1080.0,17525.0,20507.0,8.0,846.0,1.0,3.0,7.0,1.0,26.0,9.0,150.0,95.0
2020,2020,2020,EW4Jw4dVWBt,Dadaab Sub County,KE_SubCounty_2991,,0.0,1.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2020,2020,2020,CcTr4bcVGAG,Dagoretti North Sub County,KE_SubCounty_3154,,537.0,120.0,80.0,300.0,281.0,305.0,543.0,346.0,1010.0,918.0,2293.0,2032.0,4713.0,2222.0,127521.0,66152.0,582.0,1088.0,1709.0,3730.0,5703.0,160104.0,172360.0,26.0,1546.0,4.0,2.0,23.0,7.0,151.0,25.0,919.0,444.0
2020,2020,2020,sqNWYDHZZ6W,Dagoretti South Sub County,KE_SubCounty_3153,,174.0,14.0,8.0,113.0,50.0,95.0,113.0,101.0,1209.0,1295.0,1452.0,1631.0,1947.0,764.0,19708.0,6874.0,483.0,1161.0,947.0,1253.0,1924.0,26286.0,31945.0,365.0,162.0,4.0,5.0,7.0,5.0,58.0,7.0,245.0,114.0
2020,2020,2020,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,204.0,39.0,37.0,151.0,154.0,2840.0,109.0,82.0,727.0,754.0,731.0,546.0,1168.0,337.0,26056.0,10709.0,2374.0,1350.0,1631.0,1179.0,1381.0,32220.0,37977.0,33.0,623.0,4.0,2.0,16.0,3.0,37.0,4.0,324.0,174.0
2020,2020,2020,XvpLXU47BKs,Embakasi Central Sub County,KE_SubCounty_3145,,631.0,138.0,85.0,362.0,310.0,762.0,408.0,305.0,997.0,953.0,1233.0,892.0,4779.0,1194.0,64305.0,30420.0,650.0,1763.0,1584.0,1900.0,5342.0,78427.0,89052.0,17.0,2424.0,2.0,1.0,27.0,3.0,156.0,19.0,638.0,369.0
2020,2020,2020,gD4xxgDGJ4Y,Embakasi East Sub County,KE_SubCounty_3144,,468.0,118.0,72.0,514.0,128.0,911.0,407.0,201.0,760.0,1078.0,1029.0,725.0,3739.0,923.0,67020.0,32147.0,965.0,1199.0,1438.0,1300.0,3489.0,79010.0,86489.0,43.0,316.0,0.0,2.0,26.0,3.0,111.0,17.0,601.0,302.0
